Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
Iraq,214,33,75,13,27,4
Azerbaijan,76,15,10,0,1,0
Kazakhstan,66,6,0,0,0,0
Kuwait,152,-7,39,9,0,0
Bosnia and Herzegovina,128,0,2,0,1,0
Cameroon,71,15,0,0,1,1
Tunisia,111,25,0,0,3,0
Slovakia,196,18,7,0,1,0
Bulgaria,212,17,3,0,3,0
Latvia,197,17,0,0,0,0
North Macedonia,133,0,1,0,2,0
Uzbekstan,50,4,0,0,0,0
Puerto Rico,29,7,0,0,2,1
Andorra,162,31,1,0,1,0
Cyprus,123,8,0,0,1,0
Lebanon,292,37,8,0,4,0
Costa Rica,156,0,0,0,2,0
Afghanistan,73,32,0,0,1,0
Bahrain,211,23,177,28,3,1
Réunion,71,7,0,0,0,0
Cuba,39,19,0,0,1,0
Cote d Ivoire,70,46,3,2,0,0
Oman,67,18,17,0,0,0
Uruguay,162,4,0,0,0,0
Malta,107,17,0,0,0,0
Ghana,51,26,0,0,2,0
Honduras,30,4,0,0,0,0
Mauritius,38,6,2,0,2,0
San Marino,165,36,2,0,20,0
Burkina Faso,105,15,5,0,4,0
occupied Palestinian territory,42,0,17,0,0,0
Montenegro,27,0,0,0,0,0
Albania,109,7,10,10,4,2
Niger,7,5,0,0,0,0
Jordan,152,26,1,0,0,0
Nigeria,41,8,2,0,1,0
Kyrgyzstan,16,0,0,0,0,0
Faroe Islands,118,3,0,0,0,0
Bolivia (Plurinational State of),27,3,0,0,0,0
Mayotte,24,10,0,0,0,0
Kenya,25,9,0,0,0,0
Venezuela,84,7,0,0,0,0
Vietnam,117,11,17,0,0,0
Georgia,61,3,9,6,0,0
Democratic Republic of the Congo,43,9,0,0,2,0
Jersey,18,3,0,0,0,0
Guernsey,20,3,0,0,0,0
Martinique,53,21,0,0,0,0
Guinea,4,2,0,0,0,0
Sri Lanka,99,8,1,0,0,0
Senegal,78,7,8,0,0,0
Guadeloupe,62,6,0,0,0,0
International conveyance (Diamond Princess),128,0,574,0,10,0
Isle of Man,13,11,0,0,0,0
Bangladesh,25,-1,5,0,3,1
Guam,28,2,0,0,1,0
The Republic of Djibouti,3,2,0,0,0,0
Gibraltar,15,0,0,0,0,0
Rwanda,40,23,0,0,0,0
Trinidad & Tobago,51,1,0,0,0,0
Paraguay,21,0,0,0,1,0
Madagascar,19,7,0,0,0,0
Liechtenstein,46,0,0,0,0,0
Monaco,26,3,1,1,0,0
Brunei Darussalam,100,13,4,0,0,0
French Guiana,20,2,0,0,0,0
Guatemala,19,2,0,0,1,0
The Republic of El Salvador,3,2,0,0,0,0
Cambodia,85,3,2,0,0,0
Aruba,9,1,0,0,0,0
Jamaica,18,0,0,0,1,0
Barbados,17,12,0,0,0,0
Uganda,9,0,0,0,0,0
Congo,4,0,0,0,0,0
Ethiopia,8,1,4,0,0,0
United States Virgin Islands,17,11,0,0,0,0
French Polynesia,18,1,0,0,0,0
Togo,17,2,1,0,0,0
Cayman Islands,4,2,0,0,1,0
Bermuda,6,4,0,0,0,0
The Republic of Zambia,3,0,0,0,0,0
Gabon,5,0,0,0,1,0
Eritrea,1,0,0,0,0,0
Saint Martin,8,3,0,0,0,0
Guyana,4,0,0,0,1,0
Bahamas,4,0,0,0,0,0
The Republic of Haiti,6,4,0,0,0,0
Benin,5,3,0,0,0,0
Myanmar,2,0,0,0,0,0
Tanzania,12,0,0,0,0,0
New Caledonia,8,3,0,0,0,0
Antigua & Barbuda,1,0,0,0,0,0
The Republic of Fiji,3,1,0,0,0,0
Syrian ArabRepublic,1,0,0,0,0,0
Mongolia,10,0,0,0,0,0
Saint Lucia,3,1,0,0,0,0
Dominica,1,1,0,0,0,0
Angola,3,0,0,0,0,0
Namibia,7,4,0,0,0,0
Eq.Guinea,9,0,0,0,0,0
Curaçao,3,1,0,0,1,0
Grenada,1,0,0,0,0,0
Laos,2,2,0,0,0,0
Seychelles,7,0,0,0,0,0
Greenland,4,2,0,0,0,0
Sudan,2,1,0,0,1,0
Central African Republic,4,0,0,0,0,0
Mozambique,3,2,0,0,0,0
Zimbabwe,2,1,0,0,1,0
Suriname,6,1,0,0,0,0
Chad,3,2,0,0,0,0
Liberia,3,0,0,0,0,0
Nepal,1,0,1,0,0,0
Swaziland,5,0,0,0,0,0
Somalia,1,0,0,0,0,0
Holy See,1,0,0,0,0,0
Saint Vincent and the Grenadines,1,0,0,0,0,0
Maldives,13,0,0,0,0,0
Belize,1,0,0,0,0,0
Saint Barthelemy,3,0,0,0,0,0
Montserrat,1,0,0,0,0,0
Cabo Verde,3,0,0,0,0,0
Nicaragua,2,0,0,0,0,0
Bhutan,2,0,0,0,0,0
Turks & Caicos Islands,1,1,0,0,0,0
Mauritania,2,0,0,0,0,0
Gambia,2,1,0,0,1,1
Tinor-Leste,1,0,0,0,0,0
Papua New Guinea,1,0,0,0,0,0
